id,stix_id,name,description,url,created,last_modified,domain,version,tactics,detection,data sources,is_sub-technique,sub-technique of,defenses_bypassed,contributors,permissions_required,supports_remote,system_requirements,impact_type,effective_permissions,relationship_citations
FT050,,Card Cashing,"Card Cashing is a technique employed by cybercriminals to convert stolen credit card data into cash. This method falls under the broader category of financial evasion strategies where attackers seek to bypass traditional detection mechanisms, obscure the origins of illicit funds, and ultimately liquidate fraudulent credits without alerting financial institutions or law enforcement agencies.

Procedure:

The process of card cashing typically involves the following steps:

Data Harvesting: Attackers first acquire stolen credit card details through various means such as phishing, skimming devices, data breaches, or purchasing details from other criminals on the dark web.

Card Cloning: The stolen credit card data is then encoded onto the magnetic strip of a blank card or a prepaid card, effectively creating a clone of the original card.

Transaction Execution: With cloned cards in hand, criminals proceed to withdraw money from ATMs or conduct transactions in places where identity verification is minimal or non-existent. They may also perform online purchases of goods or services that can easily be converted into cash, such as gift cards or electronics.

Monetization: The purchased items or gift cards are then sold for cash, often at a discount, through online marketplaces, pawn shops or to contacts within criminal networks.

Layering and Integration: Criminals might engage in a series of complex financial transactions to obscure the trail of the illicit funds (layering). Consequently, they will attempt to reintegrate the laundered money back into the legitimate economy.",,1/30/24,2/28/24,ft3,V.1,"Financial Evasion, Laundering & Cash-Out","Implementing real-time fraud detection systems that identify suspicious purchasing patterns or link transactions to known stolen cards or compromised accounts.
Rigorous merchant side analysis of transaction data for anti-money laundering (AML) indicators, such as high-value rapid purchasing or transactions followed by immediate chargebacks.

Enforcing strong customer authentication and verification practices during the purchasing process.
Training retail and financial services staff to recognize the signs of fraudulent purchases and providing clear reporting mechanisms.

Use by Fraud Detection and Analysis Teams: Fraud detection teams need to constantly analyze transaction data for signs of irregularity that may suggest fraudulent purchasing activity. Using predictive modeling and behavioral analytics can help flag transactions that fall outside of established norms. In cases where fraudulent purchases are detected, teams should take immediate action to investigate and reverse the transactions, while also taking steps to further protect and monitor affected accounts. Post-detection, analyzing the methods and pathways used by fraudsters is key to improving anti-fraud measures and preventing future illicit activity. Cooperation with law enforcement may also be necessary when organized criminal activity is suspected.",,FALSE,,,,,,,,,
FT051,,Fraudulent Purchases,"Under the Financial Evasion, Laundering, and Cash-Out tactic, ""Fraudulent Purchases"" refers to activities where bad actors use stolen credit card information, fraudulent accounts, or money laundering methods to buy goods or services. These transactions are intended to convert illegally obtained funds into legitimate assets, evade detection by financial authorities, or cash out funds for clean money.

Execution: Fraudsters make purchases using stolen credit card details or through compromised financial accounts on e-commerce sites, through payment processors like Stripe, or brick-and-mortar retailers with online payment capabilities. In some cases, they may purchase high-value items that are easily resalable in secondary markets or convert funds into cryptocurrencies or gift cards to launder the money.

Examples:

Buying luxury items with stolen credit card information to later sell for cash, thus cleaning part of the illegally obtained funds.
Purchasing goods or services to be delivered to a drop address, from where the purchased items can be safely retrieved by the criminal or an associate.
Using fraudulently obtained funds to purchase gift cards or digital items, which either have anonymous resale value or can be used without revealing the buyer's identity.
Goals: The primary goals of engaging in fraudulent purchases are:

Liquidating stolen financial assets before the theft is detected and the account or cards are frozen.
Laundering money by turning illicit funds into physical goods that can be disposed of for 'clean' money.
Obtaining goods or services for personal use or profit without the intention of legitimate payment.",,1/30/24,2/28/24,ft3,V.1,"Financial Evasion, Laundering & Cash-Out","Implementing real-time fraud detection systems that identify suspicious purchasing patterns or link transactions to known stolen cards or compromised accounts.
Rigorous merchant side analysis of transaction data for anti-money laundering (AML) indicators, such as high-value rapid purchasing or transactions followed by immediate chargebacks.

Enforcing strong customer authentication and verification practices during the purchasing process.
Training retail and financial services staff to recognize the signs of fraudulent purchases and providing clear reporting mechanisms.

Use by Fraud Detection and Analysis Teams: Fraud detection teams need to constantly analyze transaction data for signs of irregularity that may suggest fraudulent purchasing activity. Using predictive modeling and behavioral analytics can help flag transactions that fall outside of established norms. In cases where fraudulent purchases are detected, teams should take immediate action to investigate and reverse the transactions, while also taking steps to further protect and monitor affected accounts. Post-detection, analyzing the methods and pathways used by fraudsters is key to improving anti-fraud measures and preventing future illicit activity. Cooperation with law enforcement may also be necessary when organized criminal activity is suspected.",,FALSE,,,,,,,,,
FT051.001,,Fraudulent Purchases: Subscriptions,"Fraudulent purchases of subscriptions refer to the unauthorized procurement of recurring services or products, which can be part of a financial evasion, laundering, or cash-out strategy. Fraudsters use stolen payment credentials, such as credit card information, to set up subscription services that create a continuous cash flow.

Execution: Cybercriminals obtain and use stolen or fabricated financial information to sign up for subscription-based services—ranging from online streaming platforms to software-as-a-service (SaaS) offerings. These services are chosen due to their recurring payment model, which fraudsters exploit to move illicit funds or to monetize stolen credit card details. They may also sell access to these fraudulently obtained subscriptions in underground marketplaces.

Examples:

Setting up multiple entertainment or software subscriptions using stolen credit card details, which provide the fraudster with services that can later be sold at a discounted rate on secondary markets.
Exploiting subscription sign-ups as a laundering technique, using the monthly charges as a way to regularly extract funds from compromised bank accounts or credit lines.
Engaging in 'subscription stuffing' where stolen credentials are tested en masse on various subscription platforms, looking for active and unmonitored accounts to exploit.
Goals: The objectives of using fraudulent purchases for subscriptions in the context of financial crimes include:

Establishing a steady, unauthorized outflow of funds from stolen financial details, effectively laundering money with each recurring payment.
Utilizing subscription services as a consistent method to cash out funds through reselling access.
Obscuring financial transactions within the legitimate billing activity of subscription services to minimize detection.",,3/4/25,2/28/24,ft3,V.1,"Financial Evasion, Laundering & Cash-Out","Monitoring for signs of suspicious subscription sign-up patterns, such as multiple attempts from the same IP address or device.

Employing fraud detection systems that match subscription requests to known user behavior, flagging unusual activity such as signing up with mismatched personal details.
Implementing strong validation processes for new subscription enrollments, including verification steps that go beyond basic credit card information.

Establishing checkpoints within the subscription lifecycle, such as confirmation emails or required user actions after a trial period, to catch and stop fraudulent activity.

Use by Fraud Detection and Analysis Teams: Fraud detection and analysis teams must vigilantly scrutinize subscription transactions, looking for patterns or anomalies that suggest fraudulent activity. Creating profiles of normal user behavior for comparison against registrant behavior can be crucial in spotting fraud. When instances of suspected fraudulent subscription purchases are identified, prompt investigation and intervention are necessary. This may involve further verification checks, halting the service, and liaising with the cardholder or bank to confirm the legitimacy of the transaction. Following up these incidents with a deeper review of the accounts involved and tying identified patterns back into prevention mechanisms can aid in thwarting future fraudulent subscription sign-ups.",,TRUE,FT051,,,,,,,,
FT051.002,,Fraudulent Purchases: SMS Services,"Fraudulent purchases of SMS services involve unauthorized transactions where cybercriminals use stolen financial information or illicitly acquired funds to buy SMS-related services. These services may include bulk SMS packages, premium text message subscriptions, or other text message-based services often used in marketing or communications. This activity can serve as a method for laundering money by disguising fraudulent transactions as legitimate business expenses.

Execution: Using stolen credit card details or compromised bank accounts, fraudsters subscribe to or purchase SMS services, potentially to use in further fraudulent schemes like smishing (SMS-based phishing), spam campaigns, or to bolster the appearance of a legitimate business operation. These services may be chosen specifically for their recurring billing nature, allowing for consistent and ongoing charges to be made against the stolen financial information.

Examples:

A criminal group leveraging stolen credit card numbers to buy large quantities of SMS credits from a marketing service provider, which are then used to send out mass phishing texts.
Purchasing subscriptions for premium SMS content using compromised accounts to repeatedly charge the accounts and launder funds through the service provider.
Setting up automated, subscription-based premium SMS services that charge stolen credit cards monthly and use reshipping or mule networks to extract the laundered money.
Goals: The goals behind fraudulent purchases of SMS services typically encompass:

Laundering illegally obtained funds through continuous billing cycles of SMS services and blending these transactions with legitimate business costs.
Utilizing purchased SMS services to facilitate additional criminal activates like phishing, scamming, or distributing malware.
Evading detection by financial authorities or fraud detection systems which might not readily flag SMS service purchases as suspicious.",,3/4/25,2/28/24,ft3,V.1,"Financial Evasion, Laundering & Cash-Out","Establishing red-flag indicators for SMS service purchases, such as high-volume transactions, purchases from high-risk locations, or patterns consistent with past fraudulent behavior.

Requiring multi-factor authentication and additional payment verification steps for online purchases, particularly for recurring subscription services.
Implementing anomaly detection and behavioral analysis within payment systems to identify and alert on suspicious purchase patterns.

Educating consumers and businesses about the risks associated with SMS service fraud and the importance of monitoring financial statements for unexpected charges.

Use by Fraud Detection and Analysis Teams: Fraud detection teams should closely monitor purchase patterns related to SMS services, deploying specialized tools to identify and act upon unusual or suspicious transactions. When such a purchase is flagged, a prompt review, including reaching out to the account holder for validation, is necessary. Continuous monitoring and reporting are essential for adapting to evolving tactics used by fraudsters, as are coordination and information sharing with SMS service providers to investigate and shut down fraudulent accounts. After action has been taken, further analysis can offer insights into preventing similar fraudulent purchases in the future, improving system-wide security and detection capabilities.",,TRUE,FT051,,,,,,,,
FT051.003,,Fraudulent Purchases: LLM Services,"Fraudulent LLM purchases involve the use of stolen payment information to procure language learning materials or services. These can range from subscription-based learning platforms to one-time purchases of software or language courses. This criminal activity is a method of financial evasion, laundering, and cash-out, where fraudsters attempt to convert illicitly obtained funds into seemingly legitimate transactions.

Execution: The fraudster, equipped with stolen credit card details or financial information obtained through data breaches, identity theft, or phishing scams, initiates purchases of language learning materials. They may target renowned language learning platforms that offer subscription services or digital marketplaces that sell language learning products. Once the transaction is processed, they may resell the acquired materials or services on secondary markets or use the period between the transaction and chargeback (once the cardholder notices the fraudulent charge) to obscure the source of funds.

Examples:

Fraudsters use stolen credit cards to subscribe to various language learning platforms with regular recurring payments, planning to sell the account credentials on illicit marketplaces.
Stolen card information is used to bulk buy language learning software, which is then quickly resold for cash, effectively laundering the stolen funds.
Cybercriminals create fraudulent language tutor profiles on educational platforms, using stolen payment details to pay for featured listings or advertisements that help gather a student base for scamming.
Goals: The goals associated with fraudulent purchases of language learning materials include:

Laundering money by using stolen funds to purchase legitimate services, which can then be sold for 'clean' money or used in further financial scam operations.
Evasion of detection through the use of educational services, which might not traditionally be associated with high-risk or fraudulent transactions, reducing the chance of immediate scrutiny from financial institution fraud detection systems.
Cash-out through quick resale of the fraudulently obtained materials or services at discounted rates in online forums, marketplaces, or direct transactions.",,3/4/25,2/28/24,ft3,V.1,"Financial Evasion, Laundering & Cash-Out","Implementing transaction monitoring systems that flag suspicious purchasing activity, especially for high volumes or high-frequency transactions of educational materials.
Employing robust payment authentication mechanisms for online purchases, such as two-factor authentication and confirmation callbacks for unusual transactions.
Monitoring and verifying large transactions and new account sign-ups on language learning platforms for discrepancies or patterns indicative of fraudulent activity.
Educating consumers about the importance of securing their payment information and reviewing bank statements for unauthorized purchases.

Use by Fraud Detection and Analysis Teams: Fraud detection teams must monitor for patterns of purchasing behaviors related to language learning materials that could indicate fraud, such as the use of multiple cards from the same IP address or a surge in transactions on new accounts. Automated tools and behavioral analysis can help in detecting these activities. Upon identification of suspicious transactions, rapid investigation is needed, potentially halting payment processing and even reversing transactions to prevent the laundering of stolen funds. After an incident is resolved, analysis and collaboration with language learning platforms can help to reinforce prevention strategies and awareness campaigns to mitigate such fraudulent activity in the education technology sector.",,TRUE,FT051,,,,,,,,
FT051.004,,Fraudulent Purchases: Discord,"Fraudulent purchases involving Discord relate to the use of stolen financial information or laundered money to buy services or products within the Discord platform. This can include Nitro subscriptions (a premium service for enhanced user experience), server boosts, and gifts. Bad actors exploit these services as a means to launder money under the guise of legitimate transactions or to cash out illegally obtained funds through a popular and widely used communication platform.

Execution: Perpetrators utilize stolen credit card information, compromised online banking details, or virtual wallets associated with illicit funds to conduct transactions on Discord. They may purchase Discord Nitro for multiple accounts or carry out transactions for server boosts and other available services in bulk. These services, once bought, might later be sold at a discount on gray or black marketplaces or used for social engineering in other fraud schemes.

Examples:

Using compromised card details to bulk purchase Discord Nitro subscriptions, which are then sold for cash or cryptocurrency on third-party websites or forums.
Exploiting Discord's gifting feature to exchange funds with others in a network of money laundering, circumventing traditional financial monitoring systems.
Subscribing to paid Discord services with illicit funds to blend the flow of dirty money with legitimate transactions made by regular platform users.
Goals: The intentions behind fraudulent purchases on Discord within the context of financial evasion, laundering, and cash-out include:

Disguising the movement of illicit funds by integrating them within a platform's ecosystem through seemingly benign transactions.
Quickly converting stolen financial information into usable or saleable digital goods before the compromise is detected by victims or financial institutions.
Utilizing the social aspect of Discord to move and launder money within a network of collaborators without raising suspicion.",,3/4/25,2/28/24,ft3,V.1,"Financial Evasion, Laundering & Cash-Out","Implementing anomaly detection within Discord payment processes to identify unusual patterns of purchase behavior, such as rapid succession of high-volume transactions.

Enforcing verification procedures for payment methods, such as requiring matching billing addresses and the use of CAPTCHA to prevent automated fraudulent purchases.
Educating Discord users about the potential misuse of their payment details and the importance of securing their accounts with strong, unique passwords and two-factor authentication.

Collaborating with payment networks and law enforcement to investigate and take action against the sale of Discord services tied to fraudulent transactions.

Use by Fraud Detection and Analysis Teams: Fraud detection teams should keep a vigilant eye on transactional traffic originating from Discord to identify potential signs of fraudulent activity. This can involve real-time monitoring of payment gateways, reviewing transaction records for suspicious activity, and comparing against known patterns of fraud. On detecting illicit purchases, immediate containment measures such as blocking transactions, flagging accounts, and reversing charges should be undertaken. Coordination with Discord and financial institutions is crucial to prevent further abuse and pursue recourse against fraudulent actors. Post-incident, acquiring in-depth understanding of how the fraud was perpetrated will enhance preventative measures and inform ongoing strategies to combat financial evasion and laundering activities on the platform.",,TRUE,FT051,,,,,,,,
FT052,,Falsifying Identity Documents,"Falsifying Identity Documents is a technique used by cybercriminals and fraudsters to create or alter identification documents in order to impersonate legitimate individuals or entities. This method is part of a broader tactic to evade defenses and obfuscate their true identities, enabling attackers to bypass security measures, open fraudulent accounts, or gain unauthorized access to financial systems and services.

Procedure:

Gathering Information: Attackers start by collecting personal information from various sources. This could include data breaches, phishing attacks, social engineering, or purchasing stolen data from underground markets. The information typically includes names, addresses, social security numbers, and other sensitive data required to create convincing identity documents.

Creating Fake Documents: Using high-quality advanced software tools (AI, Photoshop, etc.), criminals fabricate fake identity documents such as driver’s licenses, passports, social security cards, utility bills, and bank statements. These documents often contain forged personal information and counterfeit security features designed to withstand scrutiny.

Altering Existing Documents: Instead of creating documents from scratch, some attackers modify genuine documents. They may alter names, dates, or other fields on existing IDs to match the stolen or assumed identity. This method can be harder to detect since the altered documents retain some of the original security features.

Using Fake or Altered Documents: Once the falsified or altered documents are ready, attackers use them to:

Open bank accounts, credit lines, or merchant accounts.
Gain employment or access to restricted areas.
Verify identities for online services and applications.
Conduct financial transactions or withdraw money.
Mitigating Risks and Passing Verification: To further evade detection, attackers might use these documents in conjunction with other evasion techniques such as spoofed phone numbers, fake addresses, and synthetic identities. They may also leverage digital tools to alter metadata and bypass online verification systems. 

Mitigation Strategies:

Organizations and individuals can adopt various strategies to mitigate the risks associated with falsified identity documents:

Enhanced Verification Processes: Implement multi-factor and out-of-band verification methods that require more than just identity documents, such as biometrics, knowledge-based authentication, or live identity verification interviews.

Document Scanning Technology: Utilize advanced document scanning and validation technologies that can detect anomalies, inconsistencies, or counterfeit security features in identity documents.

Cross-Referencing Data: Cross-verify information using trusted third-party databases and official government sources to ensure the legitimacy of the provided documents and details.

Behavioral Analytics: Monitor and analyze user behavior for signs of suspicious activity that could indicate the use of falsified documents, such as unusual login patterns, rapid account application attempts, or mismatches in provided information.

Employee Training: Train personnel to recognize signs of counterfeit documents and to follow robust verification protocols when processing identity documentation.",,3/4/24,8/5/24,ft3,V.1,Defense Evasion & Obfuscation,"Detecting falsified identity documents involves multiple layers of security checks and validation steps:

Automated Detection Systems: Deploy automated systems that use machine learning and AI to identify discrepancies in submitted documents. These systems can compare against templates of legitimate documents and flag anomalies.

Human Verification: Combine automated systems with manual reviews by experienced personnel trained in document forensics to further enhance detection accuracy.

Metadata Analysis: Examine the metadata of digital documents submitted for verification to detect alterations or unusual patterns that may indicate tampering.

Database Checks: Perform checks against centralized databases that record legitimate identification documents to spot duplicates or inconsistencies.

Fraud Detection Teams: Establish dedicated fraud detection units that use a combination of analytical tools, cross-referencing techniques, and field expertise to identify and investigate potential cases of identity document fraud.

By implementing a multi-layered approach combining technology, human expertise, and industry collaboration, organizations can significantly reduce the risk and impact of falsified identity documents being used for defense evasion and obfuscation in financial systems.",,FALSE,,,,,,,,,
FT052.001,,Falsifying Identity Documents: Fake Passport,"Fake Passport under Falsifying Identity Documents involves creating or altering a digital copy of a passport to impersonate a legitimate individual. In the context of digital services, fraudsters utilize fake passports to bypass identity verification processes, creating accounts for fraudulent activities such as money laundering, unauthorized transactions, or withdrawing fraudulent funds. Due to the high-trust nature of passports, these documents are frequently targeted for digital forgery to exploit onboarding and verification systems of online payment platforms.

Procedure:

Information Collection: Attackers begin by collecting personal details required for a fake digital passport. This information includes names, dates of birth, photographs, and passport numbers. Data can be gathered from breaches, social engineering, phishing, or dark web purchases.

Manipulating Digital Tools: Attackers utilize advanced graphic design software, high-resolution scanners, and document editing tools to create or alter passport images. This software can simulate holograms, watermarks, and UV features present in genuine passports.

Fabrication: Using the collected information and digital tools, attackers proceed to fabricate a digital version of the passport.

Mitigation Strategies:

Adopt several strategies to mitigate the risk of digital fake passports being used for fraudulent purposes:

Advanced Document Verification Tools: Implement document verification services that use machine learning and AI to analyze the authenticity of submitted digital passports. These tools can detect inconsistencies and counterfeit features when compared to known legitimate documents.

Biometric Verification: Use biometric authentication systems to cross-verify the person’s identity with the submitted passport. Facial recognition can confirm that the individual matches the photo on the passport.

Behavioral Analytics: Continuously monitor user behavior to identify patterns indicative of fraudulent activities, such as rapid account creation or irregular transaction behaviors immediately following document verification.

Cross-Dataset Checks: Cross-verify submitted digital passport details with global identity databases and official government sources to check for legitimacy and previously reported fraudulent activities.

Two-Factor Authentication (2FA): Implement strong 2FA protocols that require additional verification steps beyond just submitting a digital passport, enhancing the security of newly created accounts.",,3/4/24,8/5/24,ft3,V.1,Defense Evasion & Obfuscation,"Detecting fake digital passports involves implementing and integrating several security measures:

AI-Powered Verification: Use AI and machine learning algorithms to detect anomalies and irregularities in scanned digital document features, such as mismatched fonts, imitated holograms, or inconsistent textures that suggest tampering.

Metadata Examination: Analyze the metadata of submitted digital documents to detect evidence of editing or manipulation. Recently modified files or files from untrustworthy sources can be flagged for review.

Global Database Cross-Referencing: Regularly cross-check digital passport data against reputable international databases to validate the issued credentials and track fraudulent activities across multiple platforms.

User Pattern Analysis: Implement user behavior analysis to monitor for suspicious activities post-verification, including unusual login locations, rapid creation of multiple accounts, or unexpected transaction volumes.

Collaboration and Intelligence Sharing: Partner with other financial institutions, online platforms, and fraud intelligence networks to share data on fraudulent trends and newly detected techniques of digital passport falsification.",,TRUE,FT052,,,,,,,,
FT052.002,,Falsifying Identity Documents: Fake Drivers License ,"The sub-technique Fake Driver's License involves creating or altering digital copies of driver’s licenses to impersonate legitimate individuals. This method is often used to subvert identity verification and create unauthorized accounts.. Driver’s licenses are common forms of identification for digital on-boarding processes, making them prime targets for fraudsters aiming to bypass security controls and engage in illegal activities such as money laundering, unauthorized transactions, and fraudulent account creation.

Procedure:

Information Collection: Fraudsters start by amassing necessary personal information to fabricate a realistic digital driver’s license. This could include names, addresses, dates of birth, and photographs. Such data can be harvested through data breaches, phishing attacks, social engineering, or purchased from black markets.

Acquisition of Tools: Attackers obtain graphic design software, high-resolution scanners, and specialized tools designed to create or alter digital identification documents. These tools assist in replicating security features, fonts, and layouts of genuine driver’s licenses.

Fabrication: Using the gathered information and digital tools, attackers create the fake digital driver’s license:

Personal details are meticulously entered onto a template that mimics a real driver’s license.
Advanced editing techniques are employed to replicate security features like holograms, watermarks, and microprints.
A matching photo of the imposter is embedded, ensuring the license appears authentic during digital scrutiny.
Submission for Verification: Once the digital driver's license is fabricated, it is submitted through Stripe’s identity verification processes to:

Open new accounts under false identities.
Facilitate unauthorized transactions or services that require high-trust verification.
Withdraw fraudulent funds or participate in money laundering activities.
Supporting Obfuscation: Complementary to the fake ID submission, attackers may utilize additional evasive tactics such as VPNs to alter their IP addresses, temporary email addresses, and anonymized payment methods to further obscure their true identities.

Mitigation Strategies:

Stripe.com can mitigate the risks associated with fake digital driver’s licenses by implementing the following strategies:

Advanced Document Analysis Tools: Utilize cutting-edge document verification tools that employ machine learning and AI to scrutinize digital driver's licenses for signs of tampering or falsification, recognizing minute inconsistencies and counterfeit features.

Biometric Verification Integration: Implement biometric verification that cross-checks the individual’s facial features against the photo provided on the driver’s license, ensuring that the person presenting the document matches the identity in the photo.

Behavioral Monitoring: Deploy continuous monitoring systems that analyze user behavior patterns for anomalies. Unusual account activity, rapid account creation, and atypical transaction behaviors should trigger additional verification processes.

Cross-Verification with Databases: Leverage global and local databases to cross-reference the provided driver’s license information against known legitimate records, detecting discrepancies and potential fraud.

Enhanced Authentication Protocols: Require multi-factor authentication (MFA) and additional verification steps beyond submitting a digital driver’s license, enhancing overall security for account creation and high-risk transactions.",,3/4/24,8/5/24,ft3,V.1,Defense Evasion & Obfuscation,"There are several measures to effectively detect the use of fake digital driver’s licenses:

AI & Machine Learning Algorithms: Implement AI and machine learning models to scan and identify deviations in digital driver’s licenses. AI can spot irregularities in document features, such as inconsistent font usage, incorrect security patterns, and manipulated images.

Metadata Analysis: Examine the metadata of submitted digital documents to identify signs of editing or artifacts that suggest the image has been altered or otherwise manipulated.

Database Cross-Referencing: Regularly cross-reference driver’s license information with authoritative national and international databases to verify the authenticity and catch duplicates.

Anomaly Detection: Use sophisticated behavioral analytics to identify suspicious patterns indicative of document forgery, such as inconsistent login locations, unusually rapid account actions, and other irregular activity post-verification.

Collaborative Intelligence Sharing: Engage with other financial institutions, online platforms, and fraud detection networks to share insights and data on recent trends and methods used for fabricating digital driver’s licenses.",,TRUE,FT052,,,,,,,,
FT052.003,,Falsifying Identity Documents: Fake National Identity Card,"National Identity Card involves creating or altering digital copies of national identity cards to impersonate legitimate individuals. This method is leveraged by criminals and fraudsters to subvert digital identity verification processes. National identity cards, due to their authoritative nature and credibility, are frequently targeted for digital forgery to facilitate activities like unauthorized access, money laundering, and fraudulent transactions while bypassing security measures and evading detection.

Procedure:

Information Collection: Fraudsters begin by collecting essential personal information needed to create a convincing fake national identity card. This includes names, dates of birth, residence addresses, and photographs—all of which can be obtained through data breaches, phishing scams, social engineering, or purchased on black markets.

Acquisition of Tools and Templates: Attackers acquire specialized graphic design software, high-resolution scanning equipment, and template files that mimic the layout and design of legitimate national identity cards, including their unique security features.

Fabrication: Using the compiled information and acquired tools, the attackers create the fake digital national identity card:

Personal details are entered onto the digital template, ensuring consistency with legitimate national identity card formats.
Advanced editing techniques are employed to replicate security features such as UV marks, holograms, and microprints.
The attacker’s photo or the photo of an impersonator is embedded into the digital card to enhance its credibility.
Submission for Digital Verification: Once the fake digital national identity card is complete, it's submitted during the identity verification processes on platforms like Stripe to:

Create accounts under false or stolen identities.
Conduct unauthorized transactions or access services that require verified identification.
Withdraw or transfer fraudulent funds and engage in other financial crimes.
Supportive Evasion Techniques: Often, attackers use additional obfuscation methods such as VPNs to mask IP addresses, burner emails, and anonymized payment methods to further disguise their true identities and evade detection.

Mitigation Strategies:

Advanced Document Verification Solutions: Implement sophisticated document verification tools powered by AI and machine learning that analyze digital national identity cards for authenticity, detecting forged elements and discrepancies against known genuine documents.

Biometric Integration: Use biometric verification processes that compare the individual’s facial features with the photograph on the submitted national identity card, ensuring that the person presenting the document is the same as in the photo on the card.

Behavioral Analytics: Continuously monitor user behavior to identify anomalies, such as unusual patterns in account activities, rapid account creation, or atypical transaction behaviors following identity verification.

Cross-Referencing with Official Databases: Leverage national and international identity databases to cross-reference and verify the credentials provided in the national identity cards, detecting inconsistencies and flagging fraudulent entries.

Enhanced Authentication Mechanisms: Enforce multi-factor authentication (MFA) alongside submitting a digital national identity card, providing additional layers of security for account creation and high-risk transactions.",,3/4/24,8/5/24,ft3,V.1,Defense Evasion & Obfuscation,"AI and Machine Learning Algorithms: Deploy AI and machine learning models to scan and identify irregularities within digital national identity cards. These algorithms can detect inconsistencies in design, altered security features, and manipulated images.

Metadata Examination: Analyze the metadata of submitted digital identity cards for evidence of digital manipulation or inconsistencies indicating tampering.

Global Database Cross-Verification: Regularly cross-check national identity card information submitted by users against reliable national and international databases to verify authenticity and historical validity.

User Behavior Analysis: Implement sophisticated behavior analytics to monitor for suspicious activity indicative of fraud, including unusual login locations, rapid shifts in account behavior, and atypical transaction patterns.

Fraud Intelligence Collaboration: Partner with other financial institutions, digital platforms, and international fraud intelligence networks to share insights and data on emerging trends and methods in digital identity document forgery.

",,TRUE,FT052,,,,,,,,
FT052.004,,Falsifying Identity Documents: Fake U.S. Visa Card,"Fake U.S. Visa Card under Falsifying Identity Documents involves creating or altering digital copies of U.S. visa cards to impersonate legitimate visa holders. This method is employed to bypass identity verification controls, facilitating unauthorized access to services, financial systems, and platforms such as Stripe. Given the stringent requirements and high-trust nature of U.S. visa cards, they are particularly valuable for fraudsters seeking to establish credible false identities, engage in financial crimes, or evade detection mechanisms.

Procedure:

Information Collection: Attackers start by gathering necessary personal information to fabricate a realistic digital U.S. visa card. This may include the visa holder's name, date of birth, passport number, photo, and visa number. Such information can be harvested from data breaches, phishing scams, social engineering tactics, or dark web purchases.

Acquisition of Tools: Fraudsters utilize advanced graphic design software, high-resolution scanners, and specific editing tools designed to create or modify digital identification documents, including U.S. visa cards. These tools help in mimicking the unique security features and layout of legitimate documents.

Fabrication: Using the gathered information and acquired tools, attackers create the fake digital U.S. visa card:

Input personal details onto a high-fidelity digital template that replicates the format and appearance of genuine U.S. visa cards.
Apply sophisticated editing techniques to imitate security features such as holograms, UV marks, intricate backgrounds, and microprinting.
Embed an appropriate photograph of the impostor or a stolen image that matches the style and specifications of legitimate visa photos.
Submission for Verification: With the digital U.S. visa card fabricated, attackers submit it during identity verification processes on platforms like Stripe to:

Open accounts under false identities.
Conduct unauthorized financial transactions or access high-trust services.
Withdraw fraudulent funds or funnel money through complex laundering channels.
Additional Evasion Measures: Attackers may further obscure their digital footprint using VPNs to alter IP addresses, disposable email addresses, and anonymized payment methods to mask their true identities and evade detection mechanisms.

Mitigation Strategies:

Advanced Document Verification Systems: Integrate sophisticated document verification solutions that employ AI and machine learning algorithms capable of scrutinizing digital U.S. visa cards for authenticity. These systems can detect counterfeit elements and inconsistencies compared to authentic documents.

Biometric Authentication: Implement biometric verification processes that cross-reference the individual's facial features with the photo on the submitted U.S. visa card, confirming the identity of the person presenting the document.

Behavioral Monitoring and Analytics: Use continuous monitoring systems to analyze user behavior for anomalies. Unusual account activities such as rapid account creation, high-risk transactions immediately following document verification, or erratic transaction behaviors should prompt additional reviews.

Cross-Referencing with Official Databases: Leverage access to government and international databases to cross-verify the credentials provided in the digital U.S. visa cards, detecting inconsistencies and flagging those that do not align with official records.

Multi-Factor Authentication (MFA): Require robust MFA protocols alongside the submission of a digital U.S. visa card, enhancing security for account creation and access to sensitive services.",,3/4/24,8/5/24,ft3,V.1,Defense Evasion & Obfuscation,"AI and Machine Learning Models: Employ AI and machine learning models to scrutinize digital U.S. visa cards for signs of tampering or forgery. These systems can identify discrepancies in design, security features, and document composition.

Metadata Analysis: Analyze the metadata of submitted digital U.S. visa cards to detect alterations or signs of digital manipulation, such as inconsistencies in file creation dates or software used to edit the document.

Global Database Verification: Regularly cross-check U.S. visa card information with authorized national and international databases to validate the credentials and identify any reported fraudulent or duplicate entries.

User Behavior Detection: Implement advanced behavioral analytics to monitor for suspicious activity, such as unusual login locations, sudden changes in account behavior, and high-risk transaction patterns post-verification.

Collaboration with Fraud Intelligence Networks: Engage in partnerships with other financial institutions, digital platforms, and global fraud intelligence networks to share insights and data on emerging trends and methods used in digital U.S. visa card forgery.",,TRUE,FT052,,,,,,,,
